cc_num,amt,zip,lat,long,city_pop,unix_time,merch_lat,merch_long
4806443445305,311.83,45638,38.5294,-82.6654,21635,1325981012,37.786479,-83.50659
4198470814557,8.07,51521,41.4768,-95.3509,2036,1339194691,42.383867,-95.114238
676369110710,7.51,48034,42.4969,-83.2911,75830,1352832078,42.685566,-82.814322
4147608975828480,143.45,56019,44.1111,-94.9134,914,1371357681,43.418954,-95.296073
6511349151405438,117.53,89319,39.3426,-114.8859,450,1366812706,39.670167,-114.55081
345389171551808,1030.28,38922,33.9215,-89.6782,3451,1362338647,33.048823,-89.396506
375767678113375,1029.02,22853,38.6476,-78.7717,4367,1346365127,39.428938,-79.47565999999999
6011348830550197,22.35,35229,33.4629,-86.7904,493806,1340493791,33.756888000000004,-86.31599
2283743876903625,2.23,30009,34.077,-84.3033,165556,1335047618,34.610065000000006,-83.951045
36721445180895,818.46,12093,42.4999,-74.6117,1666,1333924423,42.655614,-75.44143100000001
349612764943496,928.08,40914,37.1046,-83.5706,467,1358028864,36.86887,-82.59621899999999
348379466427142,90.27,32935,28.1384,-80.6524,139650,1358318792,27.250414000000003,-80.08072800000001
3559723917628303,131.01,60072,42.4048,-88.3054,928,1356772823,42.169073,-87.73745699999999
30143535920989,442.43,8014,39.8016,-75.3478,504,1369003326,39.136103000000006,-75.045834
345933964507467,7.76,21872,38.4121,-75.2811,718,1355754410,38.063331,-75.034945
6011109736646996,104.97,28405,34.2651,-77.867,186140,1338192969,34.142875,-77.254463
374656033243756,2.99,22213,38.8954,-77.1633,207410,1350841092,38.88565,-77.91632299999999
30150717898388,342.78,35764,34.7031,-86.3068,653,1363821208,34.684957,-87.103261
4025612008285111,56.95,15829,41.1762,-79.1976,1274,1347079429,41.548867,-78.36914200000001
2288813824604479,533.89,10039,40.8265,-73.9383,1577385,1332381824,39.928888,-74.481913
4745996322265,278.62,46346,41.4802,-86.6919,1423,1368618797,41.416493,-86.855429
6011382886333463,362.92,48636,44.6001,-84.2931,864,1351874640,43.962132,-83.832185
4587657402165341815,49.15,60958,41.0646,-87.5917,2135,1326117094,40.521478,-88.0948
3540075240003197,35.3,55046,44.4477,-93.4252,5211,1353088714,45.115044,-92.487468
3506040590383211,90.29,59710,45.1939,-112.0568,286,1333793545,44.585969,-112.785341
4292902571056973207,1.16,59871,45.8433,-113.8748,218,1366216228,45.227656,-113.660964
60427851591,308.25,73624,35.3492,-99.188,2142,1334548174,35.037963,-98.265564
213102873001603,4.12,97441,43.7857,-124.1437,260,1370076871,43.872543,-124.323562
2285066385084291,8.42,39439,31.882,-88.9981,4573,1366081213,31.72216,-88.46061999999999
60423098130,55.46,73719,36.9412,-98.2458,83,1341132293,37.798618,-97.749622
30118423745458,153.54,7747,40.4109,-74.238,30770,1354492444,40.140335,-73.732863
30074693890476,5.9,67851,37.9931,-100.9893,2691,1350819520,38.647304,-100.269913
4195832462863385,7.11,63336,39.3465,-90.9362,1146,1329891942,39.080942,-91.230995
3533012926413100,1014.26,13304,43.2237,-75.1612,1684,1333147315,43.977637,-75.934318
4069975342931683,42.2,25526,38.4257,-81.9943,21902,1338122084,38.897834,-81.440629
676195318214,913.18,77412,29.6047,-96.5249,106,1356569336,29.842613,-97.049313
3534330126107879,82.03,59014,45.2857,-108.9082,1446,1335055480,46.081786,-108.237084
30153452207526,55.65,76834,31.8287,-99.427,5908,1368006254,31.409298,-100.211601
180014262259255,55.26,36009,31.571,-86.2743,2566,1337318161,32.49091,-85.622998
3533012926413100,844.43,13304,43.2237,-75.1612,1684,1333069875,43.727297,-75.803725
213174467670432,19.02,21913,39.4015,-75.8654,663,1362687078,40.32772,-75.900751
213193596103206,116.56,49775,45.7549,-84.447,95,1371624631,46.625397,-84.083189
6523180720198790,9.16,11769,40.7382,-73.1297,9506,1368953774,41.088256,-72.880775
4587577161160601,29.9,4555,44.0943,-69.4828,1643,1331987409,43.414423,-68.66584300000001
2260801330657968,330.51,1612,42.3066,-71.9202,4845,1337566767,41.851659000000005,-71.304156
30143713661454,307.27,56729,48.6669,-96.5969,140,1331449459,48.825304,-96.342667
3521417320836166,194.33,46254,39.849,-86.272,910148,1351120156,40.754976,-86.634691
345060451158891,17.77,1330,42.5232,-72.811,1506,1350703561,41.536648,-71.92908100000001
630484879808,69.88,93627,36.4992,-120.0936,123,1351611571,37.363546,-120.38841
4060579726528237,12.16,66070,39.2136,-95.4404,2661,1345199351,39.253664,-94.823824
4358137750029944984,19.49,50664,42.7012,-92.0762,53,1336002586,43.545203,-92.598216
3565423334076143,4.88,47838,38.9763,-87.3667,4081,1328364704,38.002896,-87.380987
180067784565096,22.36,53153,42.9385,-88.395,2328,1356219143,42.802074,-89.175217
3534330126107879,154.04,59014,45.2857,-108.9082,1446,1350774093,46.042779,-108.222729
38580485618059,3.28,58765,48.8856,-103.0098,248,1332814276,49.787463,-103.244741
2229378226512508,100.8,53924,43.4987,-90.2796,1360,1368853287,44.190028000000005,-89.293933
2288748891690227,83.49,87116,35.0561,-106.5506,641349,1352686395,34.180941,-105.631105
6534628260579800,1026.35,5461,44.3346,-73.098,4542,1359846863,43.970751,-72.15772700000001
30371006069917,341.8,62888,38.138000000000005,-89.2231,2135,1335657890,37.537795,-89.541523
4789911625179723,549.13,11955,40.8095,-72.8229,3285,1326511221,40.392225,-73.195537
3589255887819806,6.64,21750,39.6991,-78.1762,3766,1342278877,39.344391,-78.151455
4010002218955876,925.54,77026,29.7972,-95.3288,2906700,1365297386,29.921116,-95.595654
3597926034019603,23.03,38060,35.2229,-89.5518,9496,1362295233,35.316746,-89.268214
3596357274378601,1.86,16858,41.0001,-78.2357,3688,1332628396,41.428164,-77.528614
2706977570537524,951.26,45698,39.283,-82.3977,341,1369437206,38.639997,-83.18590400000001
340951438290556,229.57,10962,41.0442,-73.9609,5950,1326976117,40.976722,-74.711764
2227671554547514,866.88,33760,27.9004,-82.7152,172247,1331022315,27.139966,-82.866194
30518206766474,72.56,63867,36.7154,-89.6287,1019,1351868761,37.452818,-88.882074
2291163933867244,280.91,29209,33.9659,-80.9355,333497,1355975600,34.140151,-80.824935
6011366578560244,314.68,17051,40.5046,-77.7186,4653,1326763352,39.770148,-77.90682
4228411452607671,7.99,4364,44.3229,-69.9576,6025,1358294007,44.043439,-70.148123
4904681492230012,7.09,12419,41.8467,-74.1038,722,1330277359,42.439348,-74.25434399999999
2712209726293386,21.18,70808,30.4066,-91.1468,378909,1364849750,31.066214,-92.094711
371683116218417,1057.1,8830,40.5716,-74.3167,18459,1332803630,40.792859,-74.426649
3534718226968689,451.8,62926,37.3712,-89.1349,2263,1347393978,37.148219,-88.653013
4396682467723,764.92,89084,36.2815,-115.1482,214518,1357081367,35.928416,-114.371622
4040099974063068803,129.04,58769,48.3396,-102.24,229,1336113909,49.093674,-101.588465
377026671291680,8.58,63665,37.3272,-91.0243,241,1347214238,36.54039,-91.057385
6011917798331152,3.34,5155,43.1699,-72.8515,828,1333055004,42.828287,-73.597639
4312133045694601139,66.25,21208,39.3764,-76.729,33917,1354894006,38.70781,-75.734165
4683638447911,83.76,70531,30.251,-92.5002,1261,1365919167,30.757984000000004,-92.040884
4155021259183870,31.88,73559,34.7032,-98.9591,540,1339261300,33.888789,-98.286655
3529788038921264,9.76,70065,30.0252,-90.2522,68211,1357942577,29.634962,-89.62119
4018105808392773675,46.22,7711,40.2367,-74.0067,1533,1366907083,39.266301,-74.452053
349813394357327,854.47,63966,36.9766,-90.2848,2601,1351550253,37.300841,-90.752104
676298633337,8.07,26339,39.4125,-80.6352,255,1355867964,38.540304,-79.93889300000001
376944481517097,72.39,36541,30.4983,-88.3282,15647,1336114502,29.523688,-89.066293
6526955903501879,301.33,34120,26.3304,-81.5871,276002,1326079567,26.781286,-81.183791
6011492816282597,9.65,71762,33.3398,-92.7442,2501,1331527055,32.470274,-93.433547
30230540139182,66.58,17850,40.9661,-76.8575,645,1338606847,41.320896000000005,-77.390321
3514865930894695,5.05,88325,32.9396,-105.8189,899,1344943398,33.746119,-106.401165
3559160581764413,55.29,14778,42.2701,-78.6847,1453,1333045268,41.531285,-78.304627
4681699462969,45.76,37132,35.8596,-86.421,158701,1337679621,35.175653999999994,-87.402436
584673555952,51.58,58531,47.5196,-101.2332,307,1340794312,48.276346,-101.81086
180046765320457,406.48,44702,40.8027,-81.3739,192805,1347493721,41.481912,-81.893128
5410056176712193,153.32,54229,44.5592,-87.8235,4306,1363357474,44.57961,-88.818058
3568255211412877,302.68,46765,41.2249,-85.0301,5341,1369632062,40.798336,-85.179514
4550599031376731,5.51,44902,40.7559,-82.5123,92985,1369890253,40.551151,-82.42071800000001
30150717898388,92.95,35764,34.7031,-86.3068,653,1369324653,34.560528000000005,-86.336444
5104807169438134,11.34,11978,40.8295,-72.6473,3255,1347332105,41.160297,-72.726866
2229824890647120,51.33,39572,30.2508,-89.6011,1414,1368137741,30.765364,-89.865316
